name,M,read_total,read_unique,read_entropy,read_local_entropy,read_footprint90,write_total,write_unique,write_entropy,write_local_entropy,write_footprint90
541.leela_r,10,0,0,0.000000,0.000000,0,0,0,0.000000,0.000000,0
